Source,Target,Weight,Time
605,2336,2,2015-04-26
605,2431,1,2015-06-22
7569,606,10,2011-05-02
1601,606,1,2011-03-15
606,1601,1,2011-03-15
607,769,1,2011-04-11
921,608,5,2011-06-10
995,608,2,2011-05-31
608,921,5,2011-06-10
608,995,2,2011-05-30
1243,609,2,2011-05-27
1093,609,1,2011-05-19
1089,609,1,2011-05-01
609,1243,2,2011-05-27
609,1093,1,2011-05-03
609,1089,1,2011-05-01
641,610,2,2013-03-19
2009,610,1,2011-06-16
610,641,2,2013-03-19
665,611,5,2011-05-27
1104,611,2,2011-05-18
667,611,1,2011-05-30
780,611,1,2011-05-30
1962,611,1,2011-05-17
2517,611,1,2011-05-18
2505,611,1,2011-05-17
915,611,1,2011-05-17
611,665,2,2011-05-26
611,667,1,2011-05-30
611,780,1,2011-05-30
611,1962,1,2011-05-17
611,2517,1,2011-05-17
611,2505,1,2011-05-17
611,1104,1,2011-05-17
611,915,1,2011-05-17
676,612,3,2011-06-08
616,612,2,2011-06-07
1669,612,1,2011-06-04
1638,612,1,2011-05-18
612,676,3,2011-06-08
612,616,2,2011-06-07
612,1669,1,2011-06-04
612,1638,1,2011-05-18
876,613,1,2012-08-28
738,613,1,2012-01-29
613,876,1,2012-08-28
613,1337,1,2012-08-28
613,738,1,2012-01-29
647,614,3,2014-09-16
1166,614,3,2012-09-10
1882,614,2,2013-10-23
707,614,1,2013-10-04
2068,614,1,2011-06-15
1108,614,1,2011-05-26
7576,614,-10,2011-06-14
941,614,-10,2012-09-06
614,647,1,2014-09-16
614,1882,1,2013-10-23
614,707,1,2013-10-04
614,1166,1,2012-09-10
614,1108,1,2011-05-27
614,7571,-1,2011-06-14
614,7520,-1,2011-06-14
614,7576,-10,2011-06-14
614,941,-10,2013-06-06
7564,615,3,2011-06-05
2554,615,2,2011-06-05
718,615,1,2011-06-05
1441,615,1,2011-06-04
615,718,2,2011-06-05
615,7564,2,2011-06-05
615,2554,1,2011-06-05
615,1441,1,2011-06-04
1446,616,3,2011-06-06
671,616,2,2011-06-06
1008,616,1,2011-06-06
616,1446,2,2011-06-06
616,1008,2,2011-06-06
616,671,2,2011-06-06
620,617,5,2011-06-05
3134,617,1,2013-03-01
1638,617,1,2011-06-11
617,620,5,2011-06-05
617,1638,1,2011-06-11
723,618,10,2012-07-19
618,723,10,2012-07-19
1688,619,2,2011-06-11
7561,619,2,2011-06-10
1660,619,1,2011-06-12
1120,619,1,2011-06-11
862,619,1,2011-06-08
619,1688,2,2011-06-13
619,1660,1,2011-06-12
619,1120,1,2011-06-11
619,862,1,2011-06-08
619,7561,-10,2011-06-29
7596,620,3,2011-06-05
2009,620,2,2011-06-09
1117,620,1,2011-06-10
620,1117,1,2011-06-10
620,2009,1,2011-06-09
620,841,1,2011-06-05
620,7596,-10,2011-06-06
621,2843,1,2012-08-10
1018,622,1,2011-06-25
1269,622,1,2011-06-21
2640,622,1,2011-06-16
2645,622,1,2011-06-14
939,622,1,2011-08-21
1417,622,1,2011-06-11
622,1018,1,2011-06-25
622,1269,1,2011-06-21
622,2640,1,2011-06-16
622,2645,1,2011-06-14
622,939,1,2011-08-21
622,1417,1,2011-06-11
798,623,1,2012-05-17
7564,623,1,2011-06-09
623,798,1,2012-05-17
623,7564,1,2011-06-09
2646,624,1,2011-06-15
624,2646,1,2011-06-15
1469,625,1,2011-01-13
7552,625,1,2011-01-05
625,1469,4,2011-01-13
625,7552,1,2011-01-05
5660,627,2,2012-11-05
4017,627,2,2011-06-28
715,627,1,2011-06-28
627,4017,1,2011-06-28
627,715,1,2011-06-28
627,7549,-10,2012-11-02
789,628,10,2011-07-03
628,789,10,2011-06-25
940,629,1,2011-07-20
988,629,1,2011-07-14
657,629,1,2011-07-13
629,940,1,2011-07-20
629,2088,1,2011-07-17
629,657,1,2011-07-13
629,7564,-10,2011-08-29
793,630,2,2011-09-14
1710,630,1,2011-07-22
630,793,2,2011-09-08
630,1710,1,2011-07-22
2908,631,10,2012-05-09
1769,631,2,2012-05-26
3151,632,1,2013-03-07
632,1485,2,2012-02-06
632,3151,1,2013-03-07
2207,634,5,2012-05-04
634,1747,3,2012-02-12
634,2207,1,2012-05-04
2882,635,1,2012-03-31
635,941,1,2012-06-16
635,2882,1,2012-03-30
2913,636,10,2012-05-02
636,2913,1,2012-05-02
759,637,1,2013-08-05
637,759,1,2013-08-05
798,639,2,2012-04-26
7512,639,2,2012-04-26
687,639,1,2012-04-11
639,7512,2,2012-04-26
639,798,2,2012-04-26
639,687,1,2012-04-10
639,7593,-5,2012-04-11
2831,640,1,2012-08-26
640,2831,1,2012-08-26
3254,641,2,2013-06-23
2341,641,2,2013-03-24
973,641,1,2013-03-26
958,641,1,2013-03-03
2255,641,1,2012-10-05
762,641,-10,2014-03-02
641,973,2,2013-03-26
641,2341,2,2013-03-23
641,958,1,2013-03-05
641,1224,1,2013-02-20
641,2255,1,2012-10-05
641,762,-1,2014-05-02
2263,642,1,2012-10-23
1525,642,1,2012-10-21
642,2263,1,2012-10-23
642,1525,1,2012-10-21
5342,643,3,2013-01-22
3110,643,1,2013-01-16
643,5342,2,2013-01-18
643,3110,1,2013-01-15
3207,644,2,2013-04-13
7341,644,1,2013-04-27
644,7341,1,2013-04-27
644,3207,1,2013-04-13
3165,645,5,2013-03-25
754,645,1,2013-04-18
1838,645,1,2013-04-16
2343,645,1,2013-03-29
3160,645,1,2013-03-16
1060,645,1,2013-03-16
645,2343,2,2013-03-29
645,1060,2,2013-03-16
645,754,1,2013-04-18
645,1838,1,2013-04-16
645,3165,1,2013-03-25
645,3160,1,2013-03-16
7419,646,3,2013-03-27
1844,646,1,2013-03-28
646,1844,2,2013-03-28
647,2425,2,2014-09-14
647,7503,-1,2014-08-18
647,7532,-5,2014-08-14
647,7522,-5,2014-08-14
647,7523,-5,2014-08-14
647,7544,-5,2014-08-14
647,7545,-10,2014-09-07
3170,648,10,2013-04-13
821,648,1,2013-04-11
648,821,1,2013-04-11
648,3170,1,2013-04-11
1192,649,1,2013-12-04
1885,649,1,2013-12-01
650,649,1,2013-11-29
1197,649,1,2013-11-23
649,1192,1,2013-12-04
649,1885,1,2013-12-01
649,650,1,2013-11-29
649,1197,1,2013-11-22
7558,650,1,2013-11-18
7507,650,1,2013-11-17
1596,651,3,2014-09-17
651,2423,2,2014-09-03
651,1205,1,2014-09-22
651,1596,1,2014-09-09
651,984,1,2014-08-28
1074,653,1,2015-09-08
2041,654,1,2011-06-08
716,654,1,2011-05-11
718,654,1,2011-05-04
1918,654,1,2011-05-04
654,718,2,2011-05-05
654,2041,1,2011-06-08
654,716,1,2011-05-11
654,1918,1,2011-05-04
773,655,1,2011-04-12
655,773,1,2011-04-12
749,656,10,2012-10-05
1161,656,2,2012-09-24
812,656,1,2012-10-28
813,656,1,2012-10-28
7529,656,-10,2012-11-01
656,749,9,2012-10-05
656,1161,2,2012-09-24
656,937,1,2012-10-25
656,812,1,2012-10-25
656,7529,-10,2012-10-28
1694,657,1,2011-07-13
1924,657,1,2011-05-24
2452,657,1,2011-05-23
1644,657,1,2011-05-22
657,1694,1,2011-07-13
657,924,1,2011-06-10
657,1924,1,2011-05-24
657,2452,1,2011-05-22
657,1644,1,2011-05-22
7569,658,3,2011-05-02
658,7569,1,2011-05-02
2722,661,3,2011-07-26
1007,661,1,2011-06-02
1971,661,1,2011-06-02
661,1007,1,2011-06-02
661,1971,1,2011-06-02
661,2571,1,2011-06-02
1234,662,4,2011-05-10
662,1234,3,2011-05-10
2335,663,1,2013-05-02
1241,663,1,2011-05-26
2533,663,1,2011-05-23
663,820,10,2013-04-09
663,2335,1,2013-05-02
663,1241,1,2011-05-26
663,2533,1,2011-05-23
1279,664,1,2011-08-22
1276,664,1,2011-07-09
2704,664,1,2011-07-05
664,1279,1,2011-08-22
664,1276,1,2011-07-09
664,2704,1,2011-07-05
1474,665,3,2011-09-08
2100,665,3,2011-07-11
1103,665,1,2011-05-26
665,1474,2,2011-09-08
665,923,2,2011-07-01
665,2100,1,2011-07-11
665,1103,1,2011-05-26
704,666,1,2013-12-31
666,704,1,2013-12-31
2649,667,5,2011-06-15
780,667,1,2011-06-14
667,2649,1,2011-06-15
667,780,1,2011-06-14
926,668,1,2011-06-25
7373,668,1,2011-05-22
668,926,2,2011-06-25
668,7373,1,2011-05-22
2534,669,1,2011-05-24
669,2534,1,2011-05-24
7564,670,3,2011-06-04
670,7564,1,2011-06-04
1123,671,3,2011-07-01
862,671,2,2011-06-10
671,1123,3,2011-07-01
671,862,2,2011-06-10
3007,672,1,2012-11-12
3058,673,5,2013-02-28
673,1512,3,2013-03-28
673,875,3,2012-05-28
673,3058,1,2013-02-28
673,740,1,2012-05-12
1013,674,5,2011-06-05
7564,674,3,2011-06-10
674,1013,5,2011-06-05
674,7564,3,2011-06-10
7564,675,3,2011-06-09
1674,675,1,2011-06-07
675,7564,3,2011-06-09
1677,676,3,2011-06-06
1008,676,2,2011-06-08
925,676,1,2011-06-09
2592,676,1,2011-06-07
676,1677,3,2011-06-06
676,919,2,2011-06-09
676,1008,2,2011-06-08
676,925,1,2011-06-09
676,2592,1,2011-06-07
929,677,4,2011-06-08
914,677,2,2011-06-12
1008,677,1,2011-06-08
677,929,4,2011-06-08
677,914,2,2011-06-12
677,1008,1,2011-06-08
930,678,2,2011-06-10
1686,678,1,2011-06-11
2612,678,1,2011-06-10
2050,678,1,2011-06-09
678,930,2,2011-06-10
678,1686,1,2011-06-11
678,7327,1,2011-06-10
678,2612,1,2011-06-10
678,2050,1,2011-06-09
863,679,1,2011-06-10
679,863,1,2011-06-10
1018,680,1,2011-06-23
7564,680,1,2011-06-21
1472,680,1,2011-08-19
2112,680,1,2011-08-06
854,680,1,2011-06-28
5342,680,-3,2012-10-31
680,1018,1,2011-06-22
680,7564,1,2011-06-20
680,1472,1,2011-08-20
680,2112,1,2011-08-05
680,2094,1,2011-07-04
680,854,1,2011-07-04
7603,681,3,2012-05-24
2776,681,1,2011-10-28
2719,681,1,2011-07-25
681,7603,4,2011-10-29
681,2776,1,2011-10-28
681,2719,1,2011-07-25
681,7564,-10,2011-10-19
1720,682,1,2011-08-16
2722,682,1,2011-07-26
2721,682,1,2011-07-25
2109,682,1,2011-07-25
7499,682,1,2011-07-24
2108,682,1,2011-07-22
2715,682,1,2011-07-21
938,682,1,2011-07-13
732,682,1,2011-07-13
939,682,1,2011-07-11
1701,682,1,2011-07-07
682,1720,1,2011-08-16
682,2722,1,2011-07-26
682,2721,1,2011-07-25
682,2109,1,2011-07-25
682,7499,1,2011-07-24
682,2108,1,2011-07-22
682,2715,1,2011-07-21
682,938,1,2011-07-13
682,732,1,2011-07-13
682,939,1,2011-07-11
682,1701,1,2011-07-07
7565,683,1,2011-10-31
683,7565,3,2011-11-05
683,798,1,2012-03-28
7457,684,2,2012-06-19
948,685,8,2012-01-10
7603,685,1,2012-01-09
685,948,8,2012-01-10
685,7603,1,2012-01-09
798,686,1,2012-02-09
5342,686,-1,2013-01-02
686,5342,1,2012-08-10
686,798,-1,2012-04-22
7565,687,2,2012-05-07
7577,687,1,2012-02-20
687,7565,1,2012-05-07
687,7577,1,2012-02-20
687,7593,-10,2012-04-11
1026,688,10,2012-04-23
7594,688,-10,2013-01-11
7580,689,5,2012-05-14
1160,689,3,2012-07-17
801,689,2,2012-06-27
5342,689,-5,2012-11-03
689,1160,3,2012-07-17
689,801,2,2012-06-26
689,7580,2,2012-06-26
967,690,2,2012-12-04
1380,690,1,2013-09-16
690,967,2,2012-12-07
1367,691,10,2013-04-12
798,691,1,2012-05-17
691,1367,1,2013-04-12
691,798,1,2012-05-17
2225,692,10,2013-05-29
692,2225,10,2013-05-31
694,693,1,2012-07-16
693,694,1,2012-07-16
812,694,2,2012-11-19
7588,694,2,2012-07-19
2173,694,1,2012-11-25
694,812,2,2012-11-23
694,2173,1,2012-11-27
694,7588,-10,2012-11-23
803,695,2,2012-07-16
695,803,1,2012-07-16
2299,696,2,2013-01-07
696,2299,1,2012-12-20
800,700,2,2012-10-25
2265,700,1,2012-10-30
1527,700,1,2012-10-26
700,2265,2,2012-11-01
700,800,2,2012-10-25
700,1527,1,2012-10-26
7443,701,5,2012-11-18
890,701,3,2013-04-12
1556,701,2,2013-04-12
701,890,1,2013-04-12
701,1556,1,2013-04-12
701,7443,1,2012-11-17
707,702,1,2013-10-18
702,707,1,2013-10-18
7340,703,2,2013-01-02
7512,703,1,2012-12-20
703,7340,1,2013-01-02
703,7512,1,2012-12-22
1016,705,2,2013-04-13
1182,705,2,2013-04-12
1851,705,1,2013-04-13
3204,705,1,2013-04-13
812,705,1,2013-04-13
705,1182,3,2013-04-12
705,1559,2,2013-04-12
705,1851,1,2013-04-13
705,3204,1,2013-04-13
705,1016,1,2013-04-13
765,706,1,2014-06-09
706,765,1,2014-06-09
1045,707,1,2013-10-06
1195,707,1,2013-10-03
707,1045,1,2013-10-06
707,1195,1,2013-10-03
2325,708,1,2014-08-05
708,1890,1,2014-10-01
708,2325,1,2014-08-05
708,7382,-1,2014-02-12
708,7604,-10,2014-04-24
708,5679,-10,2014-03-24
708,7496,-10,2014-02-12
708,7489,-10,2014-02-10
708,7487,-10,2014-02-10
708,7495,-10,2014-02-10
708,7494,-10,2014-02-10
708,7493,-10,2014-02-10
708,7492,-10,2014-02-10
708,7491,-10,2014-02-10
708,7490,-10,2014-02-10
708,7486,-10,2014-02-10
708,7488,-10,2014-02-10
833,709,10,2014-05-05
709,833,10,2014-05-05
710,769,1,2011-04-05
1676,712,2,2011-06-08
744,712,1,2011-01-09
1923,712,1,2011-08-30
727,712,1,2011-06-06
3480,712,1,2011-04-07
712,744,3,2011-01-09
712,1923,1,2011-09-02
712,1676,1,2011-06-06
712,727,1,2011-06-06
1921,715,1,2011-05-25
922,715,1,2011-05-21
7438,715,1,2011-05-20
7552,715,1,2011-04-24
715,7552,2,2011-04-29
715,1921,1,2011-05-25
715,922,1,2011-05-21
715,7438,1,2011-05-20
1687,716,1,2011-06-11
2019,716,1,2011-06-06
1630,716,1,2011-05-12
913,716,1,2011-05-09
1089,716,1,2011-05-08
2495,716,1,2011-05-07
7371,716,1,2011-05-03
1220,716,1,2011-05-01
1606,716,1,2011-04-30
716,1687,3,2011-06-12
716,2019,1,2011-06-06
716,1630,1,2011-05-12
716,913,1,2011-05-09
716,1943,1,2011-05-08
716,1089,1,2011-05-08
716,2495,1,2011-05-07
716,7371,1,2011-05-03
716,1220,1,2011-05-01
716,1606,1,2011-04-30
1612,717,1,2011-05-12
2478,717,1,2011-05-01
1413,717,1,2011-04-30
717,1612,1,2011-05-12
717,2478,1,2011-05-01
717,1413,1,2011-04-30
720,718,1,2011-05-30
1974,718,1,2011-05-29
1931,718,1,2011-05-05
718,720,1,2011-05-30
718,1974,1,2011-05-29
1638,719,8,2011-05-18
719,1638,2,2011-05-18
7546,720,1,2011-06-01
720,1979,1,2011-05-31
720,7546,-1,2011-06-20
2579,725,1,2011-06-04
2007,725,1,2011-06-04
1661,725,1,2011-06-04
1113,725,1,2011-06-04
725,1661,1,2011-06-04
725,2007,1,2011-06-04
725,2579,1,2011-06-04
725,1113,1,2011-06-04
790,726,10,2011-07-13
726,790,10,2011-07-12
726,7564,10,2011-06-05
994,727,1,2011-06-08
727,994,1,2011-06-08
2615,728,5,2011-06-15
728,2615,1,2011-06-15
1656,729,1,2011-06-22
1711,729,1,2011-10-09
1468,729,1,2011-06-26
2087,729,1,2011-06-26
729,1656,1,2011-06-22
729,2087,1,2011-06-22
729,1711,1,2011-10-09
729,1468,1,2011-06-26
729,4311,-1,2011-06-24
1018,730,2,2011-06-23
866,730,2,2011-06-23
730,1018,3,2011-06-23
730,866,2,2011-06-23
7328,731,10,2011-07-02
1131,731,1,2011-07-02
731,7328,10,2011-07-02
731,1131,1,2011-07-02
2109,732,1,2011-07-25
1726,733,1,2011-10-11
733,1726,1,2011-10-11
1280,734,1,2011-08-26
734,1280,1,2011-08-26
7372,735,2,2011-09-13
2765,735,1,2011-09-28
2079,735,1,2011-09-12
735,7372,2,2011-09-13
735,2765,1,2011-09-28
735,2079,1,2011-09-12
1181,738,3,2013-04-08
2860,738,1,2012-02-26
946,738,1,2012-01-29
738,1181,3,2013-04-08
738,2860,1,2012-02-26
738,946,1,2012-01-29
1783,739,1,2012-07-17
1314,739,1,2012-03-22
1144,739,1,2012-03-19
2877,739,1,2012-03-16
1754,739,1,2012-03-16
739,1783,1,2012-07-17
739,1331,1,2012-07-17
739,1314,1,2012-03-22
739,1144,1,2012-03-19
739,2877,1,2012-03-16
739,1754,1,2012-03-16
3005,740,1,2012-09-13
740,3005,1,2012-09-13
740,7603,-10,2013-09-08
876,741,1,2012-09-04
2912,741,1,2012-05-02
741,876,1,2012-09-05
741,2912,1,2012-05-02
7410,743,1,2012-05-29
743,7410,1,2012-05-29
7427,747,1,2012-10-09
846,747,1,2012-08-31
1164,747,1,2012-08-06
1517,747,1,2012-07-29
747,7427,1,2012-10-09
747,846,1,2012-08-31
747,1164,1,2012-08-06
747,1517,1,2012-07-28
885,748,1,2012-12-26
1811,748,1,2012-11-26
3067,748,1,2012-11-21
813,748,-1,2012-12-01
748,885,1,2012-12-26
748,1811,1,2012-11-25
748,3067,1,2012-11-23
748,813,-4,2012-12-13
813,749,1,2012-10-10
749,813,1,2012-10-10
937,752,1,2012-12-20
752,937,1,2012-12-20
755,754,10,2012-12-30
1823,754,3,2012-12-26
812,754,1,2013-04-04
2332,754,1,2013-03-20
5342,754,1,2013-03-19
754,755,10,2012-12-27
754,1823,3,2012-12-26
754,812,1,2013-04-10
754,2332,1,2013-03-20
754,5342,1,2013-03-19
1183,756,6,2013-03-08
756,1183,6,2013-03-08
756,1543,3,2013-02-26
1844,757,2,2013-04-10
757,1844,1,2013-04-10
757,1187,1,2013-04-09
757,7509,1,2013-03-31
1377,758,2,2013-06-26
1871,759,5,2013-08-03
801,759,1,2013-08-13
894,759,1,2013-08-06
7597,759,1,2013-08-04
1065,759,1,2013-07-27
1160,759,1,2013-07-23
759,801,1,2013-08-13
759,894,1,2013-08-06
759,1871,1,2013-08-03
759,1065,1,2013-07-27
759,1160,1,2013-07-23
759,7597,-10,2013-08-19
978,760,10,2013-06-08
760,978,8,2013-06-08
1879,761,5,2014-04-29
1897,761,3,2014-06-14
824,761,1,2014-04-04
2405,761,1,2014-02-23
761,1897,3,2014-06-13
761,824,1,2014-04-05
761,2405,1,2014-02-23
1024,762,3,2014-02-16
7447,762,1,2014-03-02
3358,762,1,2014-02-27
3288,762,1,2014-02-20
1588,762,1,2014-02-20
2100,762,1,2013-12-27
762,1024,4,2014-02-16
762,7447,1,2014-03-02
762,3358,1,2014-02-27
762,3288,1,2014-02-20
762,1588,1,2014-02-20
762,2100,1,2013-12-27
906,766,1,2015-07-03
1202,766,1,2015-04-11
766,3276,1,2015-07-10
766,1202,1,2015-04-26
1606,767,1,2011-05-06
926,768,1,2011-06-01
768,1349,1,2012-11-30
768,926,1,2011-06-01
7328,770,1,2012-12-10
770,7328,1,2012-12-08
772,1000,2,2011-05-14
2475,774,3,2011-05-04
3133,774,1,2013-04-22
774,3133,1,2013-04-22
774,2475,1,2011-05-04
7589,775,2,2011-05-08
7449,775,1,2011-05-31
2494,775,1,2011-05-06
998,775,1,2011-05-02
775,998,1,2011-05-02
775,2494,1,2011-05-06
775,7449,-10,2011-05-31
775,7589,-10,2011-05-12
5342,777,-7,2012-10-31
1253,778,5,2011-06-08
2012,778,1,2011-06-03
2011,778,1,2011-06-03
778,1253,5,2011-06-07
778,2012,1,2011-06-03
778,2011,1,2011-06-03
781,928,8,2011-06-03
863,783,3,2011-06-12
7564,783,3,2011-06-04
783,7564,3,2011-06-04
1011,784,2,2011-06-09
1451,784,1,2011-06-08
784,1011,2,2011-06-09
784,7564,1,2011-06-09
784,1451,1,2011-06-08
1249,785,5,2011-06-11
2072,785,2,2011-06-14
7564,785,2,2011-06-09
1159,785,-10,2013-04-24
785,1249,5,2011-06-11
785,7564,3,2011-06-09
785,2072,2,2011-06-14
916,786,3,2011-06-09
2599,786,1,2011-06-09
1450,786,1,2011-06-09
786,916,3,2011-06-09
786,2599,1,2011-06-09
2407,787,1,2014-02-21
787,2407,1,2014-02-21
791,7564,-10,2011-07-18
791,7414,-10,2011-07-17
791,7396,-10,2011-07-17
791,7409,-10,2011-07-17
791,7395,-10,2011-07-17
791,7571,-10,2011-07-17
791,7520,-10,2011-07-17
2724,792,5,2011-07-31
1638,792,3,2011-08-02
1713,792,2,2011-08-11
2728,792,1,2011-08-04
2641,792,1,2011-08-03
934,792,1,2011-08-02
1472,792,1,2011-08-01
2029,792,1,2011-07-31
1159,792,-10,2013-05-14
792,1713,1,2011-08-11
792,2728,1,2011-08-04
792,2641,1,2011-08-03
792,934,1,2011-08-02
792,1638,1,2011-08-02
792,1472,1,2011-08-01
792,2724,1,2011-07-31
792,2029,1,2011-07-31
792,7453,-10,2011-08-03
1315,793,4,2012-03-20
2836,793,1,2012-01-17
793,1315,3,2012-03-20
793,2836,1,2012-01-17
2529,795,10,2011-10-31
7603,796,1,2012-01-13
796,7603,2,2012-01-13
2207,798,5,2012-05-04
1312,798,5,2012-03-14
1503,798,4,2012-04-30
1498,798,3,2012-04-25
1146,798,3,2012-04-23
2174,798,3,2012-02-09
1505,798,2,2012-05-16
7397,798,2,2012-04-30
958,798,2,2012-05-02
957,798,2,2012-04-24
2186,798,2,2012-03-16
1486,798,2,2012-03-08
1741,798,2,2012-02-14
2844,798,2,2012-02-11
1304,798,2,2012-02-05
2917,798,1,2012-05-04
874,798,1,2012-05-04
1769,798,1,2012-05-02
1148,798,1,2012-04-26
1147,798,1,2012-04-22
1766,798,1,2012-04-22
955,798,1,2012-04-21
2198,798,1,2012-04-15
2884,798,1,2012-03-23
2185,798,1,2012-03-17
1491,798,1,2012-03-17
1754,798,1,2012-03-16
2183,798,1,2012-03-15
857,798,1,2012-03-15
2875,798,1,2012-03-15
1144,798,1,2012-03-15
2871,798,1,2012-03-13
1753,798,1,2012-03-11
1140,798,1,2012-03-10
7573,798,1,2012-03-10
2867,798,1,2012-03-09
1030,798,1,2012-02-26
951,798,1,2012-02-25
2849,798,1,2012-02-18
1029,798,1,2012-02-15
946,798,1,2012-02-05
949,798,-1,2012-03-28
7550,798,-10,2013-02-01
798,1312,5,2012-03-14
798,1503,4,2012-04-30
798,1146,3,2012-04-23
798,1505,2,2012-05-16
798,7397,2,2012-04-30
798,958,2,2012-05-02
798,1498,2,2012-04-26
798,957,2,2012-04-24
798,2186,2,2012-03-16
798,2917,1,2012-05-04
798,874,1,2012-05-04
798,2207,1,2012-05-04
798,1769,1,2012-05-02
798,1148,1,2012-04-26
798,1147,1,2012-04-22
798,1766,1,2012-04-22
798,955,1,2012-04-21
798,2198,1,2012-04-15
798,2884,1,2012-03-23
798,2185,1,2012-03-17
798,1491,1,2012-03-17
798,2183,1,2012-03-15
798,857,1,2012-03-15
798,2875,1,2012-03-15
798,1144,1,2012-03-15
798,2871,1,2012-03-13
798,1753,1,2012-03-11
798,1140,1,2012-03-10
798,2867,1,2012-03-09
798,1486,1,2012-03-08
798,1030,1,2012-02-26
798,951,1,2012-02-25
798,1297,1,2012-02-20
798,2849,1,2012-02-18
798,1029,1,2012-02-15
798,1741,1,2012-02-14
798,946,1,2012-02-12
798,2174,1,2012-02-09
798,7550,1,2012-02-07
798,949,-1,2012-03-28
954,801,2,2012-09-30
2230,801,2,2012-07-10
824,801,-2,2014-05-31
801,954,1,2012-08-29
801,2230,1,2012-07-09
801,7604,-10,2013-05-04
1540,803,2,2012-12-29
1039,803,2,2012-06-24
803,1540,2,2012-12-29
803,1039,2,2012-06-24
7583,804,3,2012-05-23
1020,804,1,2012-07-03
804,7583,3,2012-05-23
804,1020,1,2012-07-03
7553,807,1,2012-09-05
807,7553,1,2012-09-05
5533,811,10,2012-09-25
811,5533,10,2012-09-25
1848,812,2,2013-10-19
812,1848,2,2013-10-19
5342,813,2,2012-10-25
7595,813,1,2012-11-06
813,5342,2,2012-10-25
813,7595,1,2012-11-07
813,7600,-10,2012-11-15
3238,815,1,2013-05-22
1191,815,1,2013-05-19
5342,815,1,2013-01-25
815,3238,1,2013-05-22
815,1191,1,2013-05-19
815,5342,1,2013-01-25
815,885,1,2012-12-27
815,7581,-10,2013-01-18
1186,817,1,2013-03-31
2339,817,1,2013-03-21
817,2339,2,2013-03-27
817,1186,1,2013-03-31
1580,822,1,2013-07-31
822,1580,1,2013-07-31
2417,824,1,2014-06-13
1590,824,1,2014-10-29
3323,824,1,2013-11-20
1570,824,1,2013-06-06
824,832,1,2014-08-16
824,3383,1,2014-05-23
824,3376,1,2014-05-02
824,7379,1,2014-04-28
824,3240,1,2014-05-26
824,3323,1,2013-11-20
824,1570,1,2013-06-06
824,2828,-1,2014-05-19
824,7552,-1,2014-02-27
824,7415,-1,2014-02-19
824,958,-2,2014-06-28
3188,825,2,2013-09-09
3268,825,1,2013-07-04
825,3188,1,2013-09-09
825,3268,1,2013-07-04
7525,826,2,2013-07-17
1577,826,2,2013-07-17
1893,826,1,2014-04-19
2374,826,1,2013-07-17
826,7525,3,2013-07-18
826,1893,1,2014-04-19
826,2374,1,2013-07-17
826,1577,1,2013-07-17
1518,830,3,2014-07-09
830,2336,1,2014-07-16
832,2420,2,2014-06-23
3179,836,10,2014-10-22
7335,838,10,2015-12-28
838,7335,-10,2015-12-28
3021,839,3,2013-06-11
839,3021,1,2013-05-06
909,841,1,2011-04-11
841,909,1,2011-04-11
2711,844,1,2011-07-20
851,844,1,2011-05-09
844,2711,1,2011-07-19
844,1234,1,2011-05-13
844,851,1,2011-04-08
991,845,1,2011-04-18
845,991,1,2011-04-18
997,848,3,2011-04-30
7552,848,1,2011-04-24
848,997,3,2011-04-28
848,7552,1,2011-04-24
7564,849,3,2011-06-04
1667,849,2,2011-06-04
849,1667,2,2011-06-04
849,7564,2,2011-06-04
1960,850,1,2011-05-15
1405,850,1,2011-05-13
1633,850,1,2011-05-12
850,1960,1,2011-05-15
850,1405,1,2011-05-13
850,1633,1,2011-05-12
7603,851,1,2011-08-27
1221,851,1,2011-05-10
851,7603,1,2011-08-26
851,1221,1,2011-05-10
1639,852,4,2011-06-02
1673,853,1,2011-06-12
7564,853,1,2011-06-09
853,1673,1,2011-06-12
853,7564,1,2011-06-09
1652,854,1,2011-06-04
854,1652,1,2011-06-14
854,7603,-10,2012-10-19
2543,856,3,2011-05-31
856,2543,1,2011-05-30
1210,857,1,2011-06-03
1008,858,1,2011-06-05
858,1008,1,2011-06-05
7419,859,1,2013-03-24
2703,859,1,2011-07-07
2099,859,1,2011-07-06
859,7419,3,2013-03-24
859,2703,1,2011-07-07
859,2099,1,2011-07-06
7564,862,3,2011-06-08
862,7564,1,2011-06-08
1249,863,2,2011-06-10
7415,863,1,2011-06-29
2068,863,1,2011-06-14
1124,863,1,2011-06-14
2629,863,1,2011-06-12
1159,863,-10,2013-04-19
863,1249,2,2011-06-10
863,7415,1,2011-06-29
863,1124,1,2011-06-14
863,2068,1,2011-06-14
863,2629,1,2011-06-12
1118,864,2,2011-06-09
864,1118,3,2011-06-09
1252,865,1,2011-06-23
1124,865,1,2011-06-14
865,1124,3,2011-06-14
865,1252,1,2011-06-22
1256,866,2,2011-06-23
1467,866,1,2011-06-27
2092,866,1,2011-06-26
866,1256,2,2011-06-23
866,1656,1,2011-06-23
866,1467,1,2011-06-27
866,2092,1,2011-06-26
4311,867,1,2011-06-20
867,4311,1,2011-06-20
1585,868,4,2013-11-27
868,1585,4,2013-11-27
2123,869,2,2011-11-10
869,2123,1,2011-11-10
2111,870,1,2011-08-02
870,2111,1,2011-08-02
942,871,3,2011-11-09
7388,871,1,2011-12-23
871,7603,2,2012-01-12
